date,open,high,low,close,volume
2025-04-18,3.27040928,3.42994144,3.22055548,3.31029232,20445656
2025-04-21,3.2903508,3.6393274,3.25046776,3.6393274,38847355
2025-04-22,4.00824552,4.00824552,4.00824552,4.00824552,32548892
2025-04-23,3.96836248,4.00824552,3.70912272,3.8387426,108387281
2025-04-24,3.79885956,4.22760224,3.75897652,3.988304,170977425
2025-04-25,3.87862564,3.90853792,3.5894736,3.61938588,133856955
2025-04-28,3.6393274,3.6393274,3.42994144,3.4399122,56121129
2025-04-29,3.41997068,3.45985372,3.36014612,3.37011688,36579187
2025-04-30,3.3900584,3.46982448,3.3900584,3.40002916,28000530
2025-05-06,3.42994144,3.44988296,3.3900584,3.42994144,24816021
2025-05-07,3.45985372,3.51967828,3.44988296,3.49973676,31906212
2025-05-08,3.49973676,3.50970752,3.45985372,3.47979524,20391360
2025-05-09,3.47979524,3.489766,3.42994144,3.44988296,19065807
2025-05-12,3.46982448,3.47979524,3.42994144,3.45985372,15854020
2025-05-13,3.46982448,3.52964904,3.45985372,3.51967828,27007266
2025-05-14,3.51967828,3.57950284,3.47979524,3.54959056,30181800
2025-05-15,3.56953208,3.61938588,3.52964904,3.52964904,26294702
2025-05-16,3.51967828,3.56953208,3.49973676,3.54959056,21265629
2025-05-19,3.52964904,3.5894736,3.52964904,3.57950284,16907659
2025-05-20,3.55956132,3.60941512,3.55956132,3.57950284,16978967
2025-05-21,3.57950284,3.5894736,3.5396198,3.56953208,16843940
2025-05-22,3.55956132,3.57950284,3.50970752,3.51967828,17071931
2025-05-23,3.51967828,3.5894736,3.49973676,3.49973676,19069925
2025-05-26,3.49973676,3.54959056,3.47979524,3.52964904,12596580
2025-05-27,3.51967828,3.55956132,3.49973676,3.54959056,13720220
2025-05-28,3.54959056,3.55956132,3.49973676,3.51967828,12969520
2025-05-29,3.50970752,3.54959056,3.49973676,3.5396198,11741415
2025-05-30,3.5396198,3.54959056,3.49973676,3.50970752,11256640
2025-06-03,3.50970752,3.50970752,3.46982448,3.50970752,8548475
2025-06-04,3.50970752,3.54959056,3.49973676,3.54959056,12218384
2025-06-05,3.5396198,3.54959056,3.489766,3.50970752,11827545
2025-06-06,3.50970752,3.52964904,3.489766,3.50970752,10494100
2025-06-09,3.50970752,3.52964904,3.49973676,3.51967828,9873611
2025-06-10,3.51967828,3.52964904,3.4399122,3.47979524,15856509
2025-06-11,3.47979524,3.50970752,3.47979524,3.489766,7836640
2025-06-12,3.49973676,3.49973676,3.44988296,3.47979524,9218680
